,package,github repo
11098,home,d0ugal/home
11099,gspread-pandas,aiguofer/gspread-pandas
11101,opendatatools,PKUJohnson/OpenData
11102,django-partial-index,mattiaslinnap/django-partial-index
11105,mixpanel,mixpanel/mixpanel-python
11107,newsworthycharts,jplusplus/newsworthycharts
11110,django-jchart,matthisk/django-jchart
11111,sphinxjp-themes-basicstrap,tell-k/sphinxjp.themes.basicstrap
11112,ansible-tower-cli,ansible/tower-cli
11113,eigency,wouterboomsma/eigency
11116,pyservoce,mirmik/servoce
11120,jwcrypto,latchset/jwcrypto
11121,skrebate,EpistasisLab/scikit-rebate
11122,flake8-spellcheck,MichaelAquilina/flake8-spellcheck
11123,azure-mgmt-resource,Azure/azure-sdk-for-python
11124,pyobjc-framework-naturallanguage,ronaldoussoren/pyobjc
11125,edc-locator,clinicedc/edc-locator
11128,py-flags,pasztorpisti/py-flags
11129,cqlsh,jeffwidman/cqlsh
11132,typepy,thombashi/typepy
11134,django-sudo,mattrobenolt/django-sudo
11138,fisx,vasole/fisx
11139,ntfy,dschep/ntfy
11140,flask-rest-jsonapi,miLibris/flask-rest-jsonapi
11141,google-cloud-error-reporting,googleapis/python-error-reporting
11143,pyvcf,jamescasbon/PyVCF
11144,bandersnatch,pypa/bandersnatch/
11146,adb,google/python-adb
11148,qcore,quora/qcore
11149,parfit,jmcarpenter2/parfit
11150,z3c-caching,zopefoundation/z3c.caching
11157,pytest-env,pytest-dev/pytest-env
11159,nptdms,adamreeve/npTDMS
11162,robotframework-lint,boakley/robotframework-lint/
11163,pytest-astropy,astropy/pytest-astropy
11164,pyrtf3,xoviat/pyrtf
11169,ibm-cos-sdk-core,ibm/ibm-cos-sdk-python-core
11172,krakenex,veox/python3-krakenex
11174,django-celery-results,celery/django-celery-results
11176,pantsbuild-pants-contrib-confluence,pantsbuild/pants
11177,loggly-python-handler,loggly/loggly-python-handler/
11179,fwdpy11,molpopgen/fwdpy11
11181,memoized-property,estebistec/python-memoized-property
11183,python-sat,pysathq/pysat
11185,pyodbc,mkleehammer/pyodbc
11187,aiorpcx,kyuupichan/aiorpcX
11188,flask-restplus,noirbizarre/flask-restplus
11193,multiline-log-formatter,peterlauri/python-multiline-log-formatter
11194,django-prices-openexchangerates,mirumee/django-prices-openexchangerates
11195,mbed-greentea,ARMmbed/mbed-os-tools
11196,bootstrap-env,jedie/bootstrap_env
11197,metakernel,Calysto/metakernel
11198,cfn-flip,awslabs/aws-cfn-template-flip
11202,google-cloud-core,googleapis/python-cloud-core
11203,dsplab,aleneus/dsplab
11204,jupyter-contrib-nbextensions,ipython-contrib/jupyter_contrib_nbextensions.git
11205,convokit,CornellNLP/ConvoKit
11208,nd2reader,rbnvrw/nd2reader
11209,androidviewclient,dtmilano/AndroidViewClient/
11211,chatbotai,ahmadfaizalbh/Chatbot
11212,icecream,gruns/icecream
11213,cpymad,hibtc/cpymad
11215,python-ntlm3,trustrachel/python-ntlm3
11216,pycldf,cldf/pycldf
11217,image,francescortiz/image
11219,knack,microsoft/knack
11222,scanf,joshburnett/scanf
11223,flake8-rst,kataev/flake8-rst
11224,tabulate,astanin/python-tabulate
11225,woocommerce,woocommerce/wc-api-python
11226,manhole,ionelmc/python-manhole
11227,scour,scour-project/scour
11228,pyunpack,ponty/pyunpack
11232,pycorenlp,smilli/py-corenlp
11233,sphinxcontrib-httpexample,collective/sphinxcontrib-httpexample
11234,lightfm,lyst/lightfm
11235,django-modelcluster,wagtail/django-modelcluster
11238,zhmcclient,zhmcclient/python-zhmcclient
11240,pandoc-xnos,tomduck/pandoc-xnos
11243,django-user-management,incuna/django-user-management/
11244,yappi,sumerc/yappi
11247,intelhex,python-intelhex/intelhex
11248,pyrax,pycontribs/pyrax
11249,ipcalc,tehmaze/ipcalc/
11251,airtable-python-wrapper,gtalarico/airtable-python-wrapper
11255,rest-pandas,wq/django-rest-pandas
11256,fann2,FutureLinkCorporation/fann2
11257,sphinxcontrib-actdiag,blockdiag/sphinxcontrib-actdiag
11258,django-absolute,noirbizarre/django-absolute
11259,deployv-addon-gitlab-tools,Vauxoo/deployv-addon-gitlab-tools
11260,retry,invl/retry
11263,py3amf,StdCarrot/Py3AMF
11264,django-richenum,hearsaycorp/django-richenum
11265,memento-client,mementoweb/py-memento-client
11268,linecache2,testing-cabal/linecache2
11271,geetools,gee-community/gee_tools
11272,easygui,robertlugg/easygui
11273,pypower,rwl/PYPOWER
11274,plone-app-i18n,plone/plone.app.i18n
11275,woothee,woothee/woothee-python
11277,django-behave,rwillmer/django-behave
11279,sphinxcontrib-versioning,Robpol86/sphinxcontrib-versioning
11280,mtools,rueckstiess/mtools
11281,django-model-utils,jazzband/django-model-utils
11282,django-adminfilters,saxix/django-adminfilters
11283,mail-parser,SpamScope/mail-parser
11284,highered,datamade/highered
11285,pypdf3,sfneal/PyPDF3
11287,spyder-terminal,spyder-ide/spyder-terminal
11289,stream-django,GetStream/stream-django
11290,cssselect,scrapy/cssselect
11291,rest-condition,caxap/rest_condition
11292,nashpy,drvinceknight/Nashpy
11294,envoy-reader,jesserizzo/envoy_reader
11295,djangocms-admin-style,django-cms/djangocms-admin-style
11296,cf-units,SciTools/cf-units
11298,mmtf-python,rcsb/mmtf-python.git
11299,zapcli,Grunny/zap-cli
11300,pyleri,cesbit/pyleri
11303,tmtoolkit,internaut/tmtoolkit
11304,gekko,BYU-PRISM/GEKKO
11305,mopidy-spotmop,jaedb/spotmop
11306,pyobjc-framework-cloudkit,ronaldoussoren/pyobjc
11307,abodepy,MisterWil/abodepy
11308,cmake-format,cheshirekow/cmakelang
11309,dpcontracts,deadpixi/contracts
11310,ast,yijunyu/needle/
11312,birch,shaypal5/birch
11315,smitotext,jjeaby/SmiToText
11316,kervi-core,kervi/kervi-core
11318,json-tricks,mverleg/pyjson_tricks
11319,pyflakes,PyCQA/pyflakes
11322,pyramid-celery,sontek/pyramid_celery
11323,protobuf3-to-dict,kaporzhu/protobuf-to-dict
11326,recur7down,shichaoji/recur7down
11327,cynet,zeroknowledgediscovery/
11329,dask-sphinx-theme,dask/dask-sphinx-theme/
11333,jaraco-classes,jaraco/jaraco.classes
11335,segyio,equinor/segyio
11336,rescape-graphene,calocan/rescape_graphene
11338,django-graphiql-debug-toolbar,flavors/django-graphiql-debug-toolbar
11340,djangorestframework-camel-case,vbabiy/djangorestframework-camel-case
11343,rp,RyannDaGreat/Quick-Python
11344,django-unused-media,akolpakov/django-unused-media
11345,pynput,moses-palmer/pynput
11346,redlock-py,SPSCommerce/identity-service
11347,querystring-parser,bernii/querystring-parser
11350,pi,chbrown/pi
11355,montagepy,Caltech-IPAC/Montage
11357,ambition-dashboard,ambition-trial/ambition-dashboard
11358,test-tube,williamFalcon/test_tube
11360,flask-webtest,level12/flask-webtest
11362,cobs,cmcqueen/cobs-python
11363,antinex-utils,jay-johnson/antinex-utils
11364,pyinquirer,CITGuru/PyInquirer/
11365,srt,cdown/srt
11366,rdopkg,softwarefactory-project/rdopkg
11367,ndg-httpsclient,cedadev/ndg_httpsclient/
11368,crc8,niccokunzmann/crc8
11369,snips-nlu,snipsco/snips-nlu
11370,pkglts,revesansparole/pkglts
11371,dcbase,digital-cube/BASE
11372,furl,gruns/furl
11373,benchbuild,PolyJIT/benchbuild
11374,redbaron,PyCQA/redbaron
11377,django-libsass,torchbox/django-libsass
11378,jdcal,phn/jdcal
11379,django-vkontakte-api,ramusus/django-vkontakte-api
11380,jdcloud-sdk,jdcloud-api/jdcloud-sdk-python
11381,form-designer,feincms/form-designer/
11383,djangorestframework-xml,jpadilla/django-rest-framework-xml
11385,pyarango,tariqdaouda/pyArango
11387,aiodns,saghul/aiodns
11390,genshi,edgewall/genshi
11394,tokenlib,mozilla-services/tokenlib
11395,django-db-readonly,streeter/django-db-readonly
11397,community,ewdurbin/community
11402,pynetbox,netbox-community/pynetbox
11404,hvac,hvac/hvac
11405,comiccrawler,eight04/ComicCrawler
11406,searchtweets,twitterdev/search-tweets-python
11407,skia-pathops,fonttools/skia-pathops
11408,snipsskillscore,snipsco/snips-skills-core
11409,zmon-cli,zalando/zmon
11410,text-fabric,annotation/text-fabric
11411,pyota,iotaledger/iota.py
11412,pyobjc-framework-coremedia,ronaldoussoren/pyobjc
11413,puresnmp,exhuma/puresnmp
11414,dockermake,avirshup/dockermake
11415,bcrypt,pyca/bcrypt/
11416,csvtotable,vividvilla/csvtotable
11417,elastic-apm,elastic/apm-agent-python
11419,django-taggit-labels,bennylope/django-taggit-labels
11423,values,andrewp-as-is/values.py
11425,sentencepiece,google/sentencepiece
11426,bgmi,BGmi/BGmi
11427,hazelcast-python-client,hazelcast/hazelcast-python-client
11428,mitogen,mitogen-hq/mitogen/
11429,olctools,OLC-Bioinformatics/OLCTools
11430,pyaml,mk-fg/pretty-yaml
11431,js2py,PiotrDabkowski/Js2Py
11432,dirsync,tkhyn/dirsync/
11433,pyprind,rasbt/pyprind
11434,neobase,alexprengere/neobase
11435,pyobjc-framework-latentsemanticmapping,ronaldoussoren/pyobjc
11436,climt,CliMT/climt
11438,httpstat,reorx/httpstat
11439,entrypoint2,ponty/entrypoint2
11442,vsc-install,hpcugent/vsc-install
11443,service-configuration-lib,Yelp/service_configuration_lib
11444,mriqc,nipreps/mriqc
11445,dist-keras,JoeriHermans/dist-keras
11448,accumulation-tree,tkluck/accumulation_tree
11450,pid,trbs/pid/
11451,parameterized,wolever/parameterized
11452,pyobjc-framework-securityinterface,ronaldoussoren/pyobjc
11453,tld,barseghyanartur/tld
11454,django-unixtimestampfield,myyang/django-unixtimestampfield
11455,claripy,angr/claripy
11456,splitio-client,splitio/python-client
11459,django-url-filter,miki725/django-url-filter
11460,py-geohex3,uncovertruth/py-geohex3
11463,webvtt-py,glut23/webvtt-py
11469,ncephes,limix/ncephes
11470,django-protector,grey0ne/django-protector
11472,requirementslib,sarugaku/requirementslib
11473,django-sites,niwinz/django-sites
11474,dronekit-sitl,dronekit/dronekit-sitl/
11476,aws-requests-auth,davidmuller/aws-requests-auth
11480,soundcloud,soundcloud/soundcloud-python
11482,advancedhtmlparser,kata198/AdvancedHTMLParser
11484,liac-arff,renatopp/liac-arff
11485,xstatic-filesaver,eligrey/FileSaver.js
11486,flask-boost,hustlzp/Flask-Boost
11490,vault-cli,peopledoc/vault-cli
11494,pymodbus,pymodbus-dev/pymodbus/
11495,windows-curses,zephyrproject-rtos/windows-curses
11497,ephemeris,galaxyproject/ephemeris
11499,products-zsqlmethods,zopefoundation/Products.ZSQLMethods
11500,pause,jgillick/python-pause
11504,wagtailstreamforms,AccentDesign/wagtailstreamforms/
11505,tox-pip-extensions,tox-dev/tox-pip-extensions
11506,azure-cli-appservice,Azure/azure-cli
11507,pifpaf,jd/pifpaf
11508,ghdiff,kilink/ghdiff
11509,google-search-api,abenassi/Google-Search-API
11510,python-cas,python-cas/python-cas
11511,yala,cemsbr/yala
11512,quantaxis,quantaxis/quantaxis
11513,click-datetime,ddaws/click-datetime
11514,python-secrets,davedittrich/python_secrets
11515,azure-mgmt-redis,Azure/azure-sdk-for-python
11516,sendgrid-django,elbuo8/sendgrid-django
11520,stringdist,obulkin/string-dist
11521,z3c-formui,zopefoundation/z3c.formui
11522,django-cacheds3storage,ccnmtl/django-cacheds3storage
11523,muffin,klen/muffin
11524,pynginxconfig,FeroxTL/pynginxconfig
11525,easyquotation,shidenggui/easyquotation
11526,qualysapi,paragbaxi/qualysapi
11527,twitter-common-quantity,twitter/commons
11529,django-chroniker,chrisspen/django-chroniker
11530,django-des,jamiecounsell/django-des
11532,directory-client-core,uktrade/directory-client-core
11536,mysql-corsair,newsela/mysql-corsair
11537,django-pgcrypto-fields,incuna/django-pgcrypto-fields
11539,mouse,boppreh/mouse
11540,openapi,globality-corp/openapi
11541,pio-cli,fluxcapacitor/pipeline/cli
11543,clust,baselabujamous/clust
11544,sqlalchemy-redshift,sqlalchemy-redshift/sqlalchemy-redshift
11548,slackpy,iktakahiro/slackpy
11550,regex,mrabarnett/mrab-regex
11551,gengo,gengo/gengo-python
11553,betelgeuse,SatelliteQE/betelgeuse
11555,confidant,lyft/confidant
11556,pretty-cron,adamchainz/pretty-cron
11557,pytest-picked,anapaulagomes/pytest-picked
11558,django-helusers,City-of-Helsinki/django-helusers
11559,eli5,eli5-org/eli5
11561,klepto,uqfoundation/klepto
11562,dfvfs,log2timeline/dfvfs
11563,jupyterthemes,dunovank/jupyter-themes
11567,gps3,wadda/gps3
11568,bkzep,zjffdu/bkzep
11569,invenio-config,inveniosoftware/invenio-config
11570,satella,piotrmaslanka/satella
11574,rflink,aequitas/python-rflink
11575,parglare,igordejanovic/parglare
11576,python-creole,jedie/python-creole/
11577,django-smoketest,ccnmtl/django-smoketest
11578,concurrent-log-handler,Preston-Landers/concurrent-log-handler
11579,empyrical,quantopian/empyrical
11580,greenstalk,justinmayhew/greenstalk
11583,commcare-export,dimagi/commcare-export
11584,requirements-parser,madpah/requirements-parser
11588,captain-pycard,orokusaki/pycard/
11592,gcp-devrel-py-tools,GoogleCloudPlatform/python-repo-tools
11593,pytest-cookies,hackebrot/pytest-cookies
11596,ontospy,lambdamusic/ontospy
11597,jobspy,josiahcarlson/jobs
11599,gromacswrapper,Becksteinlab/GromacsWrapper
11600,dockerfile-parse,containerbuildsystem/dockerfile-parse
11603,pyfxa,mozilla/PyFxA
11604,django-docopt-command,mbraak/django-docopt-command
11605,bgen-reader,limix/bgen-reader-py
11606,egta,egtaonline/quiesce.git
11608,buttercms-python,buttercms/buttercms-python
11609,stable-baselines,hill-a/stable-baselines
11610,flask-mqtt,MrLeeh/Flask-MQTT
11611,django-autoconfig,mikebryant/django-autoconfig
11613,django-prices-vatlayer,mirumee/django-prices-vatlayer
11614,python-levenshtein,maxbachmann/python-Levenshtein
11615,tcod,libtcod/python-tcod
11616,undecorated,mapleoin/undecorated
11617,python-redis-rate-limit,evoluxbr/python-redis-rate-limit
11618,setuptools-git,msabramo/setuptools-git
11619,geog,jwass/geog
11621,play-scraper,danieliu/play-scraper
11625,s-tui,amanusk/s-tui
11627,djangocms-picture,django-cms/djangocms-picture
11628,nidmm,ni/nimi-python
11629,pyhdfs,jingw/pyhdfs
11631,pygeohash,wdm0006/pygeohash
11632,ddt,datadriventests/ddt
11633,pyautogui,asweigart/pyautogui
11634,python-baseconv,semente/python-baseconv
11635,instagram-py,antony-jr/Instagram-Py
11636,pymyob,uptick/pymyob
11637,luminol,linkedin/luminol
11638,sphinxcontrib-openapi,sphinx-contrib/openapi
11641,django-otp-twilio,django-otp/django-otp-twilio
11642,aioresponses,pnuckowski/aioresponses
11644,collectfast,antonagestam/collectfast/
11645,invenio-theme,inveniosoftware/invenio-theme
11646,slacker-cli,juanpabloaj/slacker-cli
11647,azure-mgmt-cosmosdb,Azure/azure-sdk-for-python
11648,infinity,kvesteri/infinity
11649,google-i18n-address,mirumee/google-i18n-address
11651,uw-restclients-uwnetid,uw-it-aca/uw-restclients-uwnetid
11652,boto3,boto/boto3
11653,ptpython,prompt-toolkit/ptpython
11654,flask-multipass,indico/flask-multipass
11655,asynctnt,igorcoding/asynctnt
11657,svgpathtools,mathandy/svgpathtools
11659,streamsx,IBMStreams/pypi.streamsx
11660,defusedxml,tiran/defusedxml
11661,basictracer,opentracing/basictracer-python
11665,tapioca-wrapper,vintasoftware/tapioca-wrapper
11666,pocoui,AirtestProject/Poco
11667,supermutes,alexcouper/supermutes
11671,smsapi-client,smsapi/smsapi-python-client
11672,proto-google-cloud-error-reporting-v1beta1,googleapis/googleapis
11673,dhcpkit,sjm-steffann/dhcpkit
11674,dtaidistance,wannesm/dtaidistance
11675,mailsnake,michaelhelmick/python-mailsnake
11677,aiocqhttp,nonebot/aiocqhttp
11678,labkey,LabKey/labkey-api-python
11680,pygwas,pypa/pygwas
11681,cardinal-pythonlib,RudolfCardinal/pythonlib
11685,usaddress,datamade/usaddress
11686,azure-servicefabric,Azure/azure-sdk-for-python
11688,certbot-dns-route53,certbot/certbot
11689,scrapyd,scrapy/scrapyd
11690,sparkpost,SparkPost/python-sparkpost
11691,google-assistant-grpc,googlesamples/assistant-sdk-python
11692,branchio,thehq/python-branchio
11693,webencodings,SimonSapin/python-webencodings
11696,shortuuid,skorokithakis/shortuuid/
11697,mopidy-mopify,dirkgroenen/Mopify
11698,python-box,cdgriffith/Box
11699,flask-httpauth,miguelgrinberg/flask-httpauth
11700,django-tempus-dominus,FlipperPA/django-tempus-dominus
11703,bash,alexcouper/bash
11705,ansible-vault,tomoh1r/ansible-vault
11706,keras-tqdm,bstriner/keras-tqdm
11707,mkdocs-windmill,gristlabs/mkdocs-windmill
11708,firenado,candango/firenado
11709,qgrid,quantopian/qgrid
11710,conda,conda/conda
11711,papyrus,camptocamp/papyrus
11715,numpy-quaternion,moble/quaternion
11716,conjure-python-client,palantir/conjure-python-client
11717,pyobjc-framework-screensaver,ronaldoussoren/pyobjc
11721,thefuck,nvbn/thefuck
11723,codacy-coverage,codacy/python-codacy-coverage
11726,scrapy-proxies,aivarsk/scrapy-proxies
11729,requests-hawk,mozilla-services/requests-hawk
11731,sparkly,Tubular/sparkly
11732,json-logging-py,sebest/json-logging-py
11733,zstandard,indygreg/python-zstandard
11738,flask-dotenv,grauwoelfchen/flask-dotenv/
11740,chartpress,jupyterhub/chartpress
11741,django-splash,openedx/django-splash
11743,plone-browserlayer,plone/plone.browserlayer
11745,harvesters-gui,genicam/harvesters_gui
11747,f5-sdk,F5Networks/f5-common-python
11749,pydal,web2py/pydal
11751,masonite,masoniteframework/masonite
11752,dwave-system,dwavesystems/dwave-system
11753,collective-monkeypatcher,plone/collective.monkeypatcher
11754,azure-cli-find,Azure/azure-cli
11755,cartoframes,CartoDB/cartoframes
11758,tokenizer-tools,howlandersonn/tokenizer_tools
11759,importlib,brettcannon/importlib
11761,jujubundlelib,juju/juju-bundlelib
11763,python-lambda-local,HDE/python-lambda-local
11764,mailosaur,mailosaur/mailosaur-python
11765,sd-python-wrapper,serverdensity/sd-python-wrapper
11766,kolejkaclient,kolejka/kolejka
11767,myo,tek/myo
11768,eudplib,armoha/eudplib
11769,taskcluster,taskcluster/taskcluster
11770,atlasclient,jpoullet2000/atlasclient
11771,databroker,NSLS-II/databroker
11772,pytest-mypy,dbader/pytest-mypy
11775,admin-extra-urls,saxix/django-admin-extra-urls
11776,freud-analysis,glotzerlab/freud
11777,pytest-cov,pytest-dev/pytest-cov
11778,python-bcrypt,DisruptiveLabs/python-bcrypt
11780,ratelimitingfilter,wkeeling/ratelimitingfilter
11782,elasticsearch-async,elastic/elasticsearch-py-async
11785,aiohttp-session,aio-libs/aiohttp_session/
11786,ceph-deploy,ceph/ceph-deploy
11788,listoapi,listomx/listoapi
11792,redo,mozilla-releng/redo
11793,eea-relations,collective/eea.relations
11799,sty,feluxe/sty
11800,ipy,autocracy/python-ipy
11802,kolejkaobserver,kolejka/kolejka
11804,meld3,supervisor/meld3
11805,aioredis,aio-libs/aioredis-py
11806,aioconsole,vxgmichel/aioconsole
11808,robobrowser,jmcarp/robobrowser
11809,django-encrypted-filefield,danielquinn/django-encrypted-filefield
11810,codado,corydodt/Codado
11811,sphinx-prompt,sbrunner/sphinx-prompt
11813,custom-inherit,rsokl/custom_inherit
11815,pure-interface,seequent/pure_interface
11816,kintyre-splunk-conf,Kintyre/ksconf
11820,api-object-schema,Infinidat/api_object_schema
11821,python-whois,richardpenman/whois
11822,django-river,javrasya/django-river.git
11823,send2trash,arsenetar/send2trash
11824,django-rest-marshmallow,marshmallow-code/django-rest-marshmallow
11825,mapboxgl,mapbox/mapboxgl-jupyter
11826,django-graphql-geojson,flavors/django-graphql-geojson/
11828,eodag,CS-SI/eodag
11829,markdownsuperscript,jambonrose/markdown_superscript_extension
11831,wikitextparser,5j9/wikitextparser
11832,gluoncv2,osmr/imgclsmob
11834,django-private-storage,edoburu/django-private-storage
11836,scription,ethanfurman/scription.git
11837,credstash,fugue/credstash
11839,azure-mgmt-applicationinsights,Azure/azure-sdk-for-python
